0.474269,0.474489,0.474323,0.474279,0.474252,
0.474265,0.474352,0.474233,0.474295,0.474452,
0.474395,0.474357,0.474255,0.474229,0.475146,
0.474363,0.474294,0.474463,0.474405,0.474365,
0.474263,0.474251,0.474311,0.474227,0.474334,
0.474329,0.474572,0.474671,0.474300,0.474210,
0.474365,0.474252,0.474327,0.474411,0.474311,
0.474759,0.474416,0.474409,0.474356,0.474342,
0.474353,0.474329,0.474283,0.474439,0.474301,
0.474310,0.474324,0.474331,0.474417,0.474294,
0.474362,0.474415,0.474479,0.474301,0.474467,
0.474218,0.474417,0.474513,0.474297,0.474314,
0.474534,0.474390,0.474404,0.474215,0.474398,
0.474343,0.474394,0.474491,0.474472,0.474754,
0.474261,0.474409,0.474360,0.474329,0.474411,
0.474339,0.474595,0.474540,0.474645,0.474225,
0.474443,0.474331,0.474430,0.474500,0.474518,
0.474490,0.474591,0.474324,0.474474,0.474327,
0.474501,0.474368,0.474408,0.474387,0.474438,
0.474310,0.474467,0.474478,0.474402,0.474545,
0.474394,0.474408,0.474336,0.474438,0.474362,
0.474311,0.474370,0.474457,0.474326,0.475203,
0.474311,0.474389,0.474394,0.474238,0.474372,
0.474264,0.474307,0.474373,0.474516,0.474582,
0.474617,0.474229,0.474330,0.474214,0.474298,
0.474320,0.474324,0.474271,0.474400,0.474356,
0.474344,0.474236,0.474235,0.474348,0.474247,
0.474442,0.474423,0.474302,0.474290,0.474340,
0.474273,0.474576,0.474354,0.474326,0.474412,
0.474370,0.474375,0.474229,0.474311,0.474344,
0.474224,0.474408,0.474255,0.474326,0.474354,
0.474267,0.474355,0.474293,0.474353,0.474322,
0.474446,0.474342,0.474778,0.474498,0.474754,
0.474287,0.474346,0.474361,0.474315,0.474297,
0.474426,0.474379,0.474354,0.474256,0.474303,
0.474457,0.474376,0.474477,0.474526,0.474549,
0.474428,0.474446,0.474350,0.474478,0.474354,
0.474594,0.474378,0.474500,0.474478,0.474386,
0.474396,0.474376,0.474454,0.474489,0.474414,
0.474665,0.474472,0.474371,0.474416,0.474332,
0.474327,0.474426,0.474369,0.474497,0.475268,
0.474360,0.474293,0.474361,0.474217,0.474471,
0.474297,0.474545,0.474374,0.474350,0.474406,
0.474227,0.474274,0.474330,0.474382,0.474292,
0.474491,0.474233,0.474389,0.474252,0.474331,
0.474591,0.474281,0.474359,0.474353,0.474300,
0.474306,0.474268,0.474248,0.474463,0.474317,
0.474419,0.474256,0.474393,0.474308,0.474391,
0.474270,0.474423,0.474221,0.474310,0.474341,
0.474451,0.474808,0.474217,0.474284,0.474382,
0.474225,0.474316,0.474329,0.474292,0.474363,
0.474275,0.474517,0.474255,0.474356,0.474630,
0.474293,0.474276,0.474403,0.474482,0.474325,
0.474308,0.474279,0.474384,0.474268,0.474411,
0.474335,0.474521,0.474416,0.474406,0.474309,
0.474400,0.474422,0.474336,0.474388,0.474516,
0.474463,0.474386,0.474399,0.474361,0.474298,
0.474441,0.474449,0.474399,0.474637,0.474700,
0.474518,0.474382,0.474322,0.474365,0.474308,
0.474408,0.474478,0.474245,0.474352,0.475304,
0.474284,0.474334,0.474356,0.474387,0.474467,
0.474474,0.474382,0.474432,0.474358,0.474358,
0.474187,0.474339,0.474409,0.474371,0.474464,
0.474354,0.474414,0.474335,0.474229,0.474379,
0.474695,0.474346,0.474606,0.474274,0.474410,
0.474324,0.474312,0.475115,0.474297,0.474370,
0.474509,0.474668,0.474319,0.474295,0.474363,
0.474333,0.474401,0.474339,0.474568,0.474385,
0.474387,0.474324,0.474280,0.474823,0.474200,
0.474335,0.474419,0.474443,0.474316,0.474324,
0.474337,0.474420,0.474486,0.474356,0.474541,
0.474328,0.474407,0.474293,0.474306,0.474353,
0.474453,0.474296,0.474400,0.474398,0.474536,
0.474294,0.474401,0.474385,0.474301,0.474474,
0.474350,0.474534,0.474602,0.474778,0.474373,
0.474434,0.474318,0.474373,0.474305,0.474391,
0.474445,0.474387,0.474448,0.474467,0.474325,
0.474545,0.474392,0.474321,0.474506,0.474579,
0.474408,0.474264,0.474361,0.474305,0.475142,
0.474304,0.474426,0.474351,0.474564,0.474230,
0.474347,0.474363,0.474244,0.474270,0.474235,
0.474340,0.474401,0.474305,0.474266,0.474335,
0.474246,0.474334,0.474296,0.474311,0.474455,
0.474635,0.474376,0.474408,0.474318,0.474315,
0.474228,0.474316,0.474328,0.474323,0.474308,
0.474368,0.474303,0.474355,0.474359,0.474252,
0.474432,0.474507,0.474348,0.474321,0.474271,
0.474441,0.474510,0.474184,0.474471,0.474354,
0.474459,0.474432,0.474304,0.474461,0.474223,
0.474338,0.474382,0.474337,0.474485,0.474699,
0.474476,0.474537,0.474308,0.474322,0.474457,
0.474427,0.474390,0.474872,0.474344,0.474330,
0.474344,0.474434,0.474360,0.474406,0.474360,
0.474634,0.474488,0.474377,0.474416,0.474467,
0.474373,0.474302,0.474516,0.474464,0.474402,
0.474431,0.474421,0.474375,0.474629,0.474388,
0.474410,0.474477,0.474378,0.474536,0.474268,
0.474455,0.474282,0.474435,0.474287,0.475180,
0.474475,0.474324,0.474310,0.474350,0.474333,
0.474303,0.474430,0.474174,0.474430,0.474955,
0.474301,0.474361,0.474390,0.474275,0.474338,
0.474265,0.474382,0.474387,0.474181,0.474432,
0.474263,0.474383,0.474315,0.474317,0.474279,
0.474317,0.474503,0.474351,0.474277,0.474371,
0.474237,0.474559,0.474346,0.474363,0.474427,
0.474374,0.474355,0.474275,0.474301,0.474213,
0.474337,0.474182,0.474369,0.474374,0.474253,
0.474303,0.474262,0.474357,0.474342,0.474288,
0.474378,0.474458,0.474576,0.474443,0.474734,
0.474370,0.474465,0.474286,0.474443,0.474373,
0.474355,0.474281,0.474269,0.474315,0.474445,
0.474273,0.474384,0.474575,0.474509,0.474439,
0.474533,0.474423,0.474453,0.474300,0.474451,
0.474590,0.474418,0.474531,0.474401,0.474515,
0.474406,0.474373,0.474473,0.474401,0.474453,
0.474631,0.474396,0.474451,0.474466,0.474267,
0.474340,0.474405,0.474341,0.474636,0.475419,
0.474316,0.474302,0.474334,0.474414,0.474377,
0.474287,0.474571,0.474392,0.474368,0.474340,
0.474190,0.474383,0.474277,0.474402,0.474215,
0.474396,0.474419,0.474216,0.474314,0.474382,
0.474613,0.474433,0.474295,0.474388,0.474359,
0.474297,0.474298,0.474306,0.474339,0.474498,
0.474292,0.474271,0.474552,0.475915,0.474406,
0.474369,0.474296,0.474384,0.474279,0.474309,
0.474456,0.474753,0.474281,0.474250,0.474234,
0.474366,0.474229,0.474305,0.474289,0.474481,
