0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.530000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
0.520000,0.510000,0.520000,0.520000,0.520000,
0.510000,0.520000,0.520000,0.520000,0.510000,
0.520000,0.520000,0.520000,0.510000,0.520000,
0.520000,0.520000,0.510000,0.520000,0.520000,
